VGS_V,VDS_V,Temperature_C,Width_um,Length_um,ID_mA
1.8,0.6,0,5.0,1.0,0.5410038220000001
0.0,0.8,0,5.0,1.0,8.00104785e-10
0.2,0.8,0,5.0,1.0,8.00104785e-10
0.4,0.8,0,5.0,1.0,8.00104785e-10
0.6,0.8,0,5.0,1.0,8.00104785e-10
0.8,0.8,0,5.0,1.0,0.0031615323
1.0,0.8,0,5.0,1.0,0.0437722075
1.2,0.8,0,5.0,1.0,0.131195122
1.4,0.8,0,5.0,1.0,0.26543027500000005
1.6,0.8,0,5.0,1.0,0.443316135
1.8,0.8,0,5.0,1.0,0.630565091
0.0,1.0,0,5.0,1.0,1.00010479e-09
0.2,1.0,0,5.0,1.0,1.00010479e-09
0.4,1.0,0,5.0,1.0,1.00010479e-09
0.6,1.0,0,5.0,1.0,1.00010479e-09
0.8,1.0,0,5.0,1.0,0.00317397947
1.0,1.0,0,5.0,1.0,0.0439445392
1.2,1.0,0,5.0,1.0,0.13171163800000002
1.4,1.0,0,5.0,1.0,0.266475276
1.6,1.0,0,5.0,1.0,0.448235453
1.8,1.0,0,5.0,1.0,0.673818191
0.0,1.2,0,5.0,1.0,1.20010479e-09
0.2,1.2,0,5.0,1.0,1.20010479e-09
0.4,1.2,0,5.0,1.0,1.20010479e-09
0.6,1.2,0,5.0,1.0,1.20010479e-09
0.8,1.2,0,5.0,1.0,0.00318642665
1.0,1.2,0,5.0,1.0,0.0441168709
1.2,1.2,0,5.0,1.0,0.13222815400000001
1.4,1.2,0,5.0,1.0,0.26752027700000003
1.6,1.2,0,5.0,1.0,0.449993239
1.8,1.2,0,5.0,1.0,0.679647041
0.0,1.4,0,5.0,1.0,1.40010479e-09
0.2,1.4,0,5.0,1.0,1.40010479e-09
0.4,1.4,0,5.0,1.0,1.40010479e-09
0.6,1.4,0,5.0,1.0,1.40010479e-09
0.8,1.4,0,5.0,1.0,0.00319887382
1.0,1.4,0,5.0,1.0,0.0442892026
1.2,1.4,0,5.0,1.0,0.13274467099999998
1.4,1.4,0,5.0,1.0,0.268565279
1.6,1.4,0,5.0,1.0,0.451751026
1.8,1.4,0,5.0,1.0,0.682301912
0.0,1.6,0,5.0,1.0,1.6001047900000001e-09
0.2,1.6,0,5.0,1.0,1.6001047900000001e-09
0.4,1.6,0,5.0,1.0,1.6001047900000001e-09
0.6,1.6,0,5.0,1.0,1.6001047900000001e-09
0.8,1.6,0,5.0,1.0,0.00321132099
1.0,1.6,0,5.0,1.0,0.0444615344
1.2,1.6,0,5.0,1.0,0.133261187
1.4,1.6,0,5.0,1.0,0.26961028000000004
1.6,1.6,0,5.0,1.0,0.453508812
1.8,1.6,0,5.0,1.0,0.684956784
0.0,1.8,0,5.0,1.0,1.80010479e-09
0.2,1.8,0,5.0,1.0,1.80010479e-09
0.4,1.8,0,5.0,1.0,1.80010479e-09
0.6,1.8,0,5.0,1.0,1.80010479e-09
0.8,1.8,0,5.0,1.0,0.00322376817
1.0,1.8,0,5.0,1.0,0.044633866099999996
1.2,1.8,0,5.0,1.0,0.133777704
1.4,1.8,0,5.0,1.0,0.27065528099999997
1.6,1.8,0,5.0,1.0,0.455266598
1.8,1.8,0,5.0,1.0,0.687611655
0.0,0.0,0,10.0,0.18,1.0478523300000001e-13
0.2,0.0,0,10.0,0.18,-0.0
0.4,0.0,0,10.0,0.18,-0.0
0.6,0.0,0,10.0,0.18,-0.0
0.8,0.0,0,10.0,0.18,-0.0
1.0,0.0,0,10.0,0.18,-0.0
1.2,0.0,0,10.0,0.18,-0.0
1.4,0.0,0,10.0,0.18,-0.0
1.6,0.0,0,10.0,0.18,-0.0
1.8,0.0,0,10.0,0.18,-0.0
0.0,0.2,0,10.0,0.18,2.00104785e-10
0.2,0.2,0,10.0,0.18,2.00104785e-10
0.4,0.2,0,10.0,0.18,2.00104785e-10
0.6,0.2,0,10.0,0.18,2.00104785e-10
0.8,0.2,0,10.0,0.18,0.0347132288
1.0,0.2,0,10.0,0.18,0.44590023900000003
1.2,0.2,0,10.0,0.18,0.95989289
1.4,0.2,0,10.0,0.18,1.4738855400000002
1.6,0.2,0,10.0,0.18,1.98787819
1.8,0.2,0,10.0,0.18,2.50187084
0.0,0.4,0,10.0,0.18,4.00104785e-10
0.2,0.4,0,10.0,0.18,4.00104785e-10
0.4,0.4,0,10.0,0.18,4.00104785e-10
0.6,0.4,0,10.0,0.18,4.00104785e-10
0.8,0.4,0,10.0,0.18,0.0348515287
1.0,0.4,0,10.0,0.18,0.482528263
1.2,0.4,0,10.0,0.18,1.4113939
1.4,0.4,0,10.0,0.18,2.44347476
1.6,0.4,0,10.0,0.18,3.47555562
1.8,0.4,0,10.0,0.18,4.5076364799999995
0.0,0.6,0,10.0,0.18,6.001047849999999e-10
0.2,0.6,0,10.0,0.18,6.001047849999999e-10
0.4,0.6,0,10.0,0.18,6.001047849999999e-10
0.6,0.6,0,10.0,0.18,6.001047849999999e-10
0.8,0.6,0,10.0,0.18,0.0349898286
1.0,0.6,0,10.0,0.18,0.48444305800000004
1.2,0.6,0,10.0,0.18,1.4519845
1.4,0.6,0,10.0,0.18,2.90262432
1.6,0.6,0,10.0,0.18,4.45688894
1.8,0.6,0,10.0,0.18,6.01115357
0.0,0.8,0,10.0,0.18,8.00104785e-10
0.2,0.8,0,10.0,0.18,8.00104785e-10
0.4,0.8,0,10.0,0.18,8.00104785e-10
0.6,0.8,0,10.0,0.18,8.00104785e-10
0.8,0.8,0,10.0,0.18,0.0351281285
1.0,0.8,0,10.0,0.18,0.486357853
1.2,0.8,0,10.0,0.18,1.45772357
1.4,0.8,0,10.0,0.18,2.94922527
1.6,0.8,0,10.0,0.18,4.925734830000001
1.8,0.8,0,10.0,0.18,7.00627878
0.0,1.0,0,10.0,0.18,1.00010479e-09
0.2,1.0,0,10.0,0.18,1.00010479e-09
0.4,1.0,0,10.0,0.18,1.00010479e-09
0.6,1.0,0,10.0,0.18,1.00010479e-09
0.8,1.0,0,10.0,0.18,0.0352664285
1.0,1.0,0,10.0,0.18,0.488272648
1.2,1.0,0,10.0,0.18,1.46346263
1.4,1.0,0,10.0,0.18,2.96083639
1.6,1.0,0,10.0,0.18,4.98039391
1.8,1.0,0,10.0,0.18,7.48686878
0.0,1.2,0,10.0,0.18,1.20010479e-09
0.2,1.2,0,10.0,0.18,1.20010479e-09
0.4,1.2,0,10.0,0.18,1.20010479e-09
0.6,1.2,0,10.0,0.18,1.20010479e-09
0.8,1.2,0,10.0,0.18,0.0354047284
1.0,1.2,0,10.0,0.18,0.490187442
1.2,1.2,0,10.0,0.18,1.4692017000000002
1.4,1.2,0,10.0,0.18,2.9724475100000003
1.6,1.2,0,10.0,0.18,4.99992487
1.8,1.2,0,10.0,0.18,7.5516337799999995
0.0,1.4,0,10.0,0.18,1.40010479e-09
0.2,1.4,0,10.0,0.18,1.40010479e-09
0.4,1.4,0,10.0,0.18,1.40010479e-09
0.6,1.4,0,10.0,0.18,1.40010479e-09
0.8,1.4,0,10.0,0.18,0.0355430283
1.0,1.4,0,10.0,0.18,0.49210223700000005
1.2,1.4,0,10.0,0.18,1.4749407700000001
1.4,1.4,0,10.0,0.18,2.9840586399999998
1.6,1.4,0,10.0,0.18,5.01945583
1.8,1.4,0,10.0,0.18,7.581132350000001
0.0,1.6,0,10.0,0.18,1.6001047900000001e-09
0.2,1.6,0,10.0,0.18,1.6001047900000001e-09
0.4,1.6,0,10.0,0.18,1.6001047900000001e-09
0.6,1.6,0,10.0,0.18,1.6001047900000001e-09
0.8,1.6,0,10.0,0.18,0.0356813282
1.0,1.6,0,10.0,0.18,0.494017032
1.2,1.6,0,10.0,0.18,1.48067984
1.4,1.6,0,10.0,0.18,2.9956697599999997
1.6,1.6,0,10.0,0.18,5.03898678
1.8,1.6,0,10.0,0.18,7.61063092
0.0,1.8,0,10.0,0.18,1.80010479e-09
0.2,1.8,0,10.0,0.18,1.80010479e-09
0.4,1.8,0,10.0,0.18,1.80010479e-09
0.6,1.8,0,10.0,0.18,1.80010479e-09
0.8,1.8,0,10.0,0.18,0.0358196281
1.0,1.8,0,10.0,0.18,0.495931827
1.2,1.8,0,10.0,0.18,1.48641891
1.4,1.8,0,10.0,0.18,3.00728088
1.6,1.8,0,10.0,0.18,5.05851774
1.8,1.8,0,10.0,0.18,7.64012948
0.0,0.0,0,10.0,0.5,1.0478523300000001e-13
0.2,0.0,0,10.0,0.5,-0.0
0.4,0.0,0,10.0,0.5,-0.0
0.6,0.0,0,10.0,0.5,-0.0
0.8,0.0,0,10.0,0.5,-0.0
1.0,0.0,0,10.0,0.5,-0.0
1.2,0.0,0,10.0,0.5,-0.0
1.4,0.0,0,10.0,0.5,-0.0
1.6,0.0,0,10.0,0.5,-0.0
1.8,0.0,0,10.0,0.5,-0.0
0.0,0.2,0,10.0,0.5,2.00104785e-10
0.2,0.2,0,10.0,0.5,2.00104785e-10
0.4,0.2,0,10.0,0.5,2.00104785e-10
0.6,0.2,0,10.0,0.5,2.00104785e-10
0.8,0.2,0,10.0,0.5,0.0124967625
1.0,0.2,0,10.0,0.5,0.160524086
1.2,0.2,0,10.0,0.5,0.34556144
1.4,0.2,0,10.0,0.5,0.5305987950000001
1.6,0.2,0,10.0,0.5,0.715636149
1.8,0.2,0,10.0,0.5,0.900673503
0.0,0.4,0,10.0,0.5,4.00104785e-10
0.2,0.4,0,10.0,0.5,4.00104785e-10
0.4,0.4,0,10.0,0.5,4.00104785e-10
0.6,0.4,0,10.0,0.5,4.00104785e-10
0.8,0.4,0,10.0,0.5,0.012546550600000001
1.0,0.4,0,10.0,0.5,0.173710175
1.2,0.4,0,10.0,0.5,0.508101804
1.4,0.4,0,10.0,0.5,0.879650913
1.6,0.4,0,10.0,0.5,1.25120002
1.8,0.4,0,10.0,0.5,1.62274913
0.0,0.6,0,10.0,0.5,6.001047849999999e-10
0.2,0.6,0,10.0,0.5,6.001047849999999e-10
0.4,0.6,0,10.0,0.5,6.001047849999999e-10
0.6,0.6,0,10.0,0.5,6.001047849999999e-10
0.8,0.6,0,10.0,0.5,0.012596338700000001
1.0,0.6,0,10.0,0.5,0.174399501
1.2,0.6,0,10.0,0.5,0.522714419
1.4,0.6,0,10.0,0.5,1.04494475
1.6,0.6,0,10.0,0.5,1.60448002
1.8,0.6,0,10.0,0.5,2.16401529
0.0,0.8,0,10.0,0.5,8.00104785e-10
0.2,0.8,0,10.0,0.5,8.00104785e-10
0.4,0.8,0,10.0,0.5,8.00104785e-10
0.6,0.8,0,10.0,0.5,8.00104785e-10
0.8,0.8,0,10.0,0.5,0.012646126799999999
1.0,0.8,0,10.0,0.5,0.175088827
1.2,0.8,0,10.0,0.5,0.524780484
1.4,0.8,0,10.0,0.5,1.0617211000000002
1.6,0.8,0,10.0,0.5,1.77326454
1.8,0.8,0,10.0,0.5,2.52226036
0.0,1.0,0,10.0,0.5,1.00010479e-09
0.2,1.0,0,10.0,0.5,1.00010479e-09
0.4,1.0,0,10.0,0.5,1.00010479e-09
0.6,1.0,0,10.0,0.5,1.00010479e-09
0.8,1.0,0,10.0,0.5,0.012695914899999999
1.0,1.0,0,10.0,0.5,0.175778154
1.2,1.0,0,10.0,0.5,0.5268465489999999
1.4,1.0,0,10.0,0.5,1.0659011
1.6,1.0,0,10.0,0.5,1.7929418099999999
1.8,1.0,0,10.0,0.5,2.69527276
0.0,1.2,0,10.0,0.5,1.20010479e-09
0.2,1.2,0,10.0,0.5,1.20010479e-09
0.4,1.2,0,10.0,0.5,1.20010479e-09
0.6,1.2,0,10.0,0.5,1.20010479e-09
0.8,1.2,0,10.0,0.5,0.012745703
1.0,1.2,0,10.0,0.5,0.17646748
1.2,1.2,0,10.0,0.5,0.528912614
1.4,1.2,0,10.0,0.5,1.07008111
1.6,1.2,0,10.0,0.5,1.7999729500000001
1.8,1.2,0,10.0,0.5,2.71858816
0.0,1.4,0,10.0,0.5,1.40010479e-09
0.2,1.4,0,10.0,0.5,1.40010479e-09
0.4,1.4,0,10.0,0.5,1.40010479e-09
0.6,1.4,0,10.0,0.5,1.40010479e-09
0.8,1.4,0,10.0,0.5,0.0127954911
1.0,1.4,0,10.0,0.5,0.177156806
1.2,1.4,0,10.0,0.5,0.530978679
1.4,1.4,0,10.0,0.5,1.07426111
1.6,1.4,0,10.0,0.5,1.8070041
1.8,1.4,0,10.0,0.5,2.72920765
0.0,1.6,0,10.0,0.5,1.6001047900000001e-09
0.2,1.6,0,10.0,0.5,1.6001047900000001e-09
0.4,1.6,0,10.0,0.5,1.6001047900000001e-09
0.6,1.6,0,10.0,0.5,1.6001047900000001e-09
0.8,1.6,0,10.0,0.5,0.0128452792
1.0,1.6,0,10.0,0.5,0.177846133
1.2,1.6,0,10.0,0.5,0.533044744
1.4,1.6,0,10.0,0.5,1.07844111
1.6,1.6,0,10.0,0.5,1.81403524
1.8,1.6,0,10.0,0.5,2.73982713
0.0,1.8,0,10.0,0.5,1.80010479e-09
0.2,1.8,0,10.0,0.5,1.80010479e-09
0.4,1.8,0,10.0,0.5,1.80010479e-09
0.6,1.8,0,10.0,0.5,1.80010479e-09
0.8,1.8,0,10.0,0.5,0.0128950673
1.0,1.8,0,10.0,0.5,0.17853545899999998
1.2,1.8,0,10.0,0.5,0.53511081
1.4,1.8,0,10.0,0.5,1.08262112
1.6,1.8,0,10.0,0.5,1.8210663900000001
1.8,1.8,0,10.0,0.5,2.75044662
0.0,0.0,0,10.0,1.0,1.0478523300000001e-13
0.2,0.0,0,10.0,1.0,-0.0
0.4,0.0,0,10.0,1.0,-0.0
0.6,0.0,0,10.0,1.0,-0.0
0.8,0.0,0,10.0,1.0,-0.0
1.0,0.0,0,10.0,1.0,-0.0
1.2,0.0,0,10.0,1.0,-0.0
1.4,0.0,0,10.0,1.0,-0.0
1.6,0.0,0,10.0,1.0,-0.0
1.8,0.0,0,10.0,1.0,-0.0
0.0,0.2,0,10.0,1.0,2.00104785e-10
0.2,0.2,0,10.0,1.0,2.00104785e-10
0.4,0.2,0,10.0,1.0,2.00104785e-10
0.6,0.2,0,10.0,1.0,2.00104785e-10
0.8,0.2,0,10.0,1.0,0.006248381349999999
1.0,0.2,0,10.0,1.0,0.0802620432
1.2,0.2,0,10.0,1.0,0.17278072
1.4,0.2,0,10.0,1.0,0.26529939700000005
1.6,0.2,0,10.0,1.0,0.357818074
1.8,0.2,0,10.0,1.0,0.450336751
0.0,0.4,0,10.0,1.0,4.00104785e-10
0.2,0.4,0,10.0,1.0,4.00104785e-10
0.4,0.4,0,10.0,1.0,4.00104785e-10
0.6,0.4,0,10.0,1.0,4.00104785e-10
0.8,0.4,0,10.0,1.0,0.006273275500000001
1.0,0.4,0,10.0,1.0,0.0868550876
1.2,0.4,0,10.0,1.0,0.254050902
1.4,0.4,0,10.0,1.0,0.439825457
1.6,0.4,0,10.0,1.0,0.625600011
1.8,0.4,0,10.0,1.0,0.811374566
0.0,0.6,0,10.0,1.0,6.001047849999999e-10
0.2,0.6,0,10.0,1.0,6.001047849999999e-10
0.4,0.6,0,10.0,1.0,6.001047849999999e-10
0.6,0.6,0,10.0,1.0,6.001047849999999e-10
0.8,0.6,0,10.0,1.0,0.00629816964
1.0,0.6,0,10.0,1.0,0.08719975090000001
1.2,0.6,0,10.0,1.0,0.26135721
1.4,0.6,0,10.0,1.0,0.5224723769999999
1.6,0.6,0,10.0,1.0,0.80224001
1.8,0.6,0,10.0,1.0,1.0820076399999998
0.0,0.8,0,10.0,1.0,8.00104785e-10
0.2,0.8,0,10.0,1.0,8.00104785e-10
0.4,0.8,0,10.0,1.0,8.00104785e-10
0.6,0.8,0,10.0,1.0,8.00104785e-10
0.8,0.8,0,10.0,1.0,0.00632306379
1.0,0.8,0,10.0,1.0,0.08754441410000001
1.2,0.8,0,10.0,1.0,0.262390242
1.4,0.8,0,10.0,1.0,0.530860549
1.6,0.8,0,10.0,1.0,0.88663227
1.8,0.8,0,10.0,1.0,1.26113018
0.0,1.0,0,10.0,1.0,1.00010479e-09
0.2,1.0,0,10.0,1.0,1.00010479e-09
0.4,1.0,0,10.0,1.0,1.00010479e-09
0.6,1.0,0,10.0,1.0,1.00010479e-09
0.8,1.0,0,10.0,1.0,0.00634795794
1.0,1.0,0,10.0,1.0,0.0878890774
1.2,1.0,0,10.0,1.0,0.26342327499999996
1.4,1.0,0,10.0,1.0,0.532950551
1.6,1.0,0,10.0,1.0,0.8964709049999999
1.8,1.0,0,10.0,1.0,1.34763638
0.0,1.2,0,10.0,1.0,1.20010479e-09
0.2,1.2,0,10.0,1.0,1.20010479e-09
0.4,1.2,0,10.0,1.0,1.20010479e-09
0.6,1.2,0,10.0,1.0,1.20010479e-09
0.8,1.2,0,10.0,1.0,0.00637285209
1.0,1.2,0,10.0,1.0,0.0882337406
1.2,1.2,0,10.0,1.0,0.26445630800000003
1.4,1.2,0,10.0,1.0,0.5350405530000001
1.6,1.2,0,10.0,1.0,0.899986478
1.8,1.2,0,10.0,1.0,1.35929408
0.0,1.4,0,10.0,1.0,1.40010479e-09
0.2,1.4,0,10.0,1.0,1.40010479e-09
0.4,1.4,0,10.0,1.0,1.40010479e-09
0.6,1.4,0,10.0,1.0,1.40010479e-09
0.8,1.4,0,10.0,1.0,0.00639774624
1.0,1.4,0,10.0,1.0,0.08857840389999999
1.2,1.4,0,10.0,1.0,0.26548933999999996
1.4,1.4,0,10.0,1.0,0.5371305559999999
1.6,1.4,0,10.0,1.0,0.90350205
1.8,1.4,0,10.0,1.0,1.36460382
0.0,1.6,0,10.0,1.0,1.6001047900000001e-09
0.2,1.6,0,10.0,1.0,1.6001047900000001e-09
0.4,1.6,0,10.0,1.0,1.6001047900000001e-09
0.6,1.6,0,10.0,1.0,1.6001047900000001e-09
0.8,1.6,0,10.0,1.0,0.0064226403900000005
1.0,1.6,0,10.0,1.0,0.0889230671
1.2,1.6,0,10.0,1.0,0.26652237300000003
1.4,1.6,0,10.0,1.0,0.539220558
1.6,1.6,0,10.0,1.0,0.907017622
1.8,1.6,0,10.0,1.0,1.36991357
0.0,1.8,0,10.0,1.0,1.80010479e-09
0.2,1.8,0,10.0,1.0,1.80010479e-09
0.4,1.8,0,10.0,1.0,1.80010479e-09
0.6,1.8,0,10.0,1.0,1.80010479e-09
0.8,1.8,0,10.0,1.0,0.00644753454
1.0,1.8,0,10.0,1.0,0.0892677304
1.2,1.8,0,10.0,1.0,0.267555406
1.4,1.8,0,10.0,1.0,0.541310561
1.6,1.8,0,10.0,1.0,0.9105331950000001
1.8,1.8,0,10.0,1.0,1.37522331
0.0,0.0,27,2.0,0.18,1e-11
0.2,0.0,27,2.0,0.18,-0.0
0.4,0.0,27,2.0,0.18,-0.0
0.6,0.0,27,2.0,0.18,-0.0
0.8,0.0,27,2.0,0.18,-0.0
1.0,0.0,27,2.0,0.18,-0.0
1.2,0.0,27,2.0,0.18,-0.0
1.4,0.0,27,2.0,0.18,-0.0
1.6,0.0,27,2.0,0.18,-0.0
1.8,0.0,27,2.0,0.18,-0.0
0.0,0.2,27,2.0,0.18,2.1e-10
0.2,0.2,27,2.0,0.18,2.1e-10
0.4,0.2,27,2.0,0.18,2.1e-10
0.6,0.2,27,2.0,0.18,2.1e-10
0.8,0.2,27,2.0,0.18,0.0111555558
1.0,0.2,27,2.0,0.18,0.0892444447
1.2,0.2,27,2.0,0.18,0.178488889
1.4,0.2,27,2.0,0.18,0.267733334
1.6,0.2,27,2.0,0.18,0.356977778
1.8,0.2,27,2.0,0.18,0.446222222
0.0,0.4,27,2.0,0.18,4.1000000000000003e-10
0.2,0.4,27,2.0,0.18,4.1000000000000003e-10
0.4,0.4,27,2.0,0.18,4.1000000000000003e-10
0.6,0.4,27,2.0,0.18,4.1000000000000003e-10
0.8,0.4,27,2.0,0.18,0.0112000004
1.0,0.4,27,2.0,0.18,0.1008
1.2,0.4,27,2.0,0.18,0.2688
1.4,0.4,27,2.0,0.18,0.448
1.6,0.4,27,2.0,0.18,0.6272
1.8,0.4,27,2.0,0.18,0.8064
0.0,0.6,27,2.0,0.18,6.100000000000001e-10
0.2,0.6,27,2.0,0.18,6.100000000000001e-10
0.4,0.6,27,2.0,0.18,6.100000000000001e-10
0.6,0.6,27,2.0,0.18,6.100000000000001e-10
0.8,0.6,27,2.0,0.18,0.0112444451
1.0,0.6,27,2.0,0.18,0.101200001
1.2,0.6,27,2.0,0.18,0.281111112
1.4,0.6,27,2.0,0.18,0.539733334
1.6,0.6,27,2.0,0.18,0.8096000010000001
1.8,0.6,27,2.0,0.18,1.07946667
0.0,0.8,27,2.0,0.18,8.1e-10
0.2,0.8,27,2.0,0.18,8.1e-10
0.4,0.8,27,2.0,0.18,8.1e-10
0.6,0.8,27,2.0,0.18,8.1e-10
0.8,0.8,27,2.0,0.18,0.0112888897
1.0,0.8,27,2.0,0.18,0.101600001
1.2,0.8,27,2.0,0.18,0.28222222300000005
1.4,0.8,27,2.0,0.18,0.553155556
1.6,0.8,27,2.0,0.18,0.903111112
1.8,0.8,27,2.0,0.18,1.2643555599999998
0.0,1.0,27,2.0,0.18,1.01e-09
0.2,1.0,27,2.0,0.18,1.01e-09
0.4,1.0,27,2.0,0.18,1.01e-09
0.6,1.0,27,2.0,0.18,1.01e-09
0.8,1.0,27,2.0,0.18,0.0113333343
1.0,1.0,27,2.0,0.18,0.10200000099999999
1.2,1.0,27,2.0,0.18,0.283333334
1.4,1.0,27,2.0,0.18,0.5553333340000001
1.6,1.0,27,2.0,0.18,0.918000001
1.8,1.0,27,2.0,0.18,1.36
0.0,1.2,27,2.0,0.18,1.2100000000000002e-09
0.2,1.2,27,2.0,0.18,1.2100000000000002e-09
0.4,1.2,27,2.0,0.18,1.2100000000000002e-09
0.6,1.2,27,2.0,0.18,1.2100000000000002e-09
0.8,1.2,27,2.0,0.18,0.011377779000000001
1.0,1.2,27,2.0,0.18,0.102400001
1.2,1.2,27,2.0,0.18,0.284444446
1.4,1.2,27,2.0,0.18,0.557511112
1.6,1.2,27,2.0,0.18,0.921600001
1.8,1.2,27,2.0,0.18,1.37671111
0.0,1.4,27,2.0,0.18,1.41e-09
0.2,1.4,27,2.0,0.18,1.41e-09
0.4,1.4,27,2.0,0.18,1.41e-09
0.6,1.4,27,2.0,0.18,1.41e-09
0.8,1.4,27,2.0,0.18,0.0114222236
1.0,1.4,27,2.0,0.18,0.102800001
1.2,1.4,27,2.0,0.18,0.285555557
1.4,1.4,27,2.0,0.18,0.55968889
1.6,1.4,27,2.0,0.18,0.925200001
1.8,1.4,27,2.0,0.18,1.38208889
0.0,1.6,27,2.0,0.18,1.61e-09
0.2,1.6,27,2.0,0.18,1.61e-09
0.4,1.6,27,2.0,0.18,1.61e-09
0.6,1.6,27,2.0,0.18,1.61e-09
0.8,1.6,27,2.0,0.18,0.0114666683
1.0,1.6,27,2.0,0.18,0.103200002
1.2,1.6,27,2.0,0.18,0.286666668
1.4,1.6,27,2.0,0.18,0.561866668
1.6,1.6,27,2.0,0.18,0.928800002
1.8,1.6,27,2.0,0.18,1.38746667
0.0,1.8,27,2.0,0.18,1.81e-09
0.2,1.8,27,2.0,0.18,1.81e-09
0.4,1.8,27,2.0,0.18,1.81e-09
0.6,1.8,27,2.0,0.18,1.81e-09
0.8,1.8,27,2.0,0.18,0.0115111129
1.0,1.8,27,2.0,0.18,0.103600002
1.2,1.8,27,2.0,0.18,0.28777778
1.4,1.8,27,2.0,0.18,0.564044446
1.6,1.8,27,2.0,0.18,0.932400002
1.8,1.8,27,2.0,0.18,1.39284445
0.0,0.0,27,2.0,0.5,1e-11
0.2,0.0,27,2.0,0.5,-0.0
0.4,0.0,27,2.0,0.5,-0.0
0.6,0.0,27,2.0,0.5,-0.0
0.8,0.0,27,2.0,0.5,-0.0
1.0,0.0,27,2.0,0.5,-0.0
1.2,0.0,27,2.0,0.5,-0.0
1.4,0.0,27,2.0,0.5,-0.0
1.6,0.0,27,2.0,0.5,-0.0
1.8,0.0,27,2.0,0.5,-0.0
0.0,0.2,27,2.0,0.5,2.1e-10
0.2,0.2,27,2.0,0.5,2.1e-10
0.4,0.2,27,2.0,0.5,2.1e-10
0.6,0.2,27,2.0,0.5,2.1e-10
0.8,0.2,27,2.0,0.5,0.00401600021
1.0,0.2,27,2.0,0.5,0.0321280002
1.2,0.2,27,2.0,0.5,0.0642560002
1.4,0.2,27,2.0,0.5,0.0963840002
1.6,0.2,27,2.0,0.5,0.12851200000000002
1.8,0.2,27,2.0,0.5,0.16064
0.0,0.4,27,2.0,0.5,4.1000000000000003e-10
0.2,0.4,27,2.0,0.5,4.1000000000000003e-10
0.4,0.4,27,2.0,0.5,4.1000000000000003e-10
0.6,0.4,27,2.0,0.5,4.1000000000000003e-10
0.8,0.4,27,2.0,0.5,0.00403200041
1.0,0.4,27,2.0,0.5,0.0362880004
1.2,0.4,27,2.0,0.5,0.0967680004
1.4,0.4,27,2.0,0.5,0.16128
1.6,0.4,27,2.0,0.5,0.225792
1.8,0.4,27,2.0,0.5,0.290304
0.0,0.6,27,2.0,0.5,6.100000000000001e-10
0.2,0.6,27,2.0,0.5,6.100000000000001e-10
0.4,0.6,27,2.0,0.5,6.100000000000001e-10
0.6,0.6,27,2.0,0.5,6.100000000000001e-10
0.8,0.6,27,2.0,0.5,0.0040480006100000005
1.0,0.6,27,2.0,0.5,0.0364320006
1.2,0.6,27,2.0,0.5,0.101200001
1.4,0.6,27,2.0,0.5,0.194304001
1.6,0.6,27,2.0,0.5,0.29145600099999996
1.8,0.6,27,2.0,0.5,0.38860800100000004
0.0,0.8,27,2.0,0.5,8.1e-10
0.2,0.8,27,2.0,0.5,8.1e-10
0.4,0.8,27,2.0,0.5,8.1e-10
0.6,0.8,27,2.0,0.5,8.1e-10
0.8,0.8,27,2.0,0.5,0.00406400081
1.0,0.8,27,2.0,0.5,0.0365760008
1.2,0.8,27,2.0,0.5,0.101600001
1.4,0.8,27,2.0,0.5,0.199136001
1.6,0.8,27,2.0,0.5,0.325120001
1.8,0.8,27,2.0,0.5,0.455168001
0.0,1.0,27,2.0,0.5,1.01e-09
0.2,1.0,27,2.0,0.5,1.01e-09
0.4,1.0,27,2.0,0.5,1.01e-09
0.6,1.0,27,2.0,0.5,1.01e-09
0.8,1.0,27,2.0,0.5,0.00408000101
1.0,1.0,27,2.0,0.5,0.036720000999999995
1.2,1.0,27,2.0,0.5,0.10200000099999999
1.4,1.0,27,2.0,0.5,0.19992000099999999
1.6,1.0,27,2.0,0.5,0.330480001
1.8,1.0,27,2.0,0.5,0.48960000099999995
0.0,1.2,27,2.0,0.5,1.2100000000000002e-09
0.2,1.2,27,2.0,0.5,1.2100000000000002e-09
0.4,1.2,27,2.0,0.5,1.2100000000000002e-09
0.6,1.2,27,2.0,0.5,1.2100000000000002e-09
0.8,1.2,27,2.0,0.5,0.00409600121
1.0,1.2,27,2.0,0.5,0.036864001199999996
1.2,1.2,27,2.0,0.5,0.102400001
1.4,1.2,27,2.0,0.5,0.200704001
1.6,1.2,27,2.0,0.5,0.331776001
1.8,1.2,27,2.0,0.5,0.49561600100000003
0.0,1.4,27,2.0,0.5,1.41e-09
0.2,1.4,27,2.0,0.5,1.41e-09
0.4,1.4,27,2.0,0.5,1.41e-09
0.6,1.4,27,2.0,0.5,1.41e-09
0.8,1.4,27,2.0,0.5,0.00411200141
1.0,1.4,27,2.0,0.5,0.0370080014
1.2,1.4,27,2.0,0.5,0.102800001
1.4,1.4,27,2.0,0.5,0.201488001
1.6,1.4,27,2.0,0.5,0.333072001
1.8,1.4,27,2.0,0.5,0.49755200099999997
0.0,1.6,27,2.0,0.5,1.61e-09
0.2,1.6,27,2.0,0.5,1.61e-09
0.4,1.6,27,2.0,0.5,1.61e-09
0.6,1.6,27,2.0,0.5,1.61e-09
